objectid,facilityid,name,systemname,status,length,width,trailtype,surftype,hiking,dogwalking,walking,electric,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,installyr,resurfyr,ownedby,maintby,creationdate,creator,editdate,editor,globalid,shlder,shapestlength
368,368,Forest Hills Park Walking Trail,NA,Existing,0.25,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{938B7DD5-2E9C-411A-8AC0-62FA803393E7},NA,20.0872678380804
369,369,Forest Hills Park Walking Trail,NA,Existing,0.25,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{4878D89F-CF05-4AA6-B918-4E99035DDC88},NA,120.186418777104
370,370,Forest Hills Park Walking Trail,NA,Existing,0.25,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{333E734D-718A-4EBC-9E9E-1213069C39B6},NA,60.728087846284
371,371,Forest Hills Park Walking Trail,NA,Existing,0.25,8,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T21:36:21Z,KRISTYPO,{1AEDB99F-A66D-4388-A0C8-C454F67AFAEE},NA,81.5837332815573
372,372,Forest Hills Park Walking Trail,NA,Existing,0.25,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-18T16:48:15Z,KRISTYPO,{04AB1C0A-5FF9-4ED0-90BA-8965A9493641},NA,81.3130238956482
373,373,Forest Hills Park Walking Trail,NA,Existing,0.25,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{4E90B369-D868-4E77-9659-24A48029ADDD},NA,53.5651145523864
374,374,Forest Hills Park Walking Trail,NA,Existing,0.25,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{5F49848C-A7F5-4420-979A-2F6EB2DA2052},NA,57.6880392135531
375,375,Forest Hills Park Walking Trail,NA,Existing,0.25,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-18T16:48:25Z,KRISTYPO,{78AB64AF-C1E8-4173-9025-BF254A2F7CB3},NA,166.687206690476
376,376,Forest Hills Park Walking Trail,NA,Existing,0.25,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{DDD790F9-3F67-4E6C-BFA1-4C7810875CDD},NA,53.3738882198187
377,377,Forest Hills Park Walking Trail,NA,Existing,0.25,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{1EC81E02-7238-4F9A-A3A5-DC0EC22F0BAE},NA,168.789455379326
378,378,Crest Street Park Walking Trail,NA,Existing,0.27,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{E4393B37-A235-40D3-BDD2-5EA3E191D407},NA,179.671143286772
379,379,Crest Street Park Walking Trail,NA,Existing,0.27,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{68B82879-5125-43ED-AF77-745E8146BFC2},NA,465.420873606377
380,380,Crest Street Park Walking Trail,NA,Existing,0.27,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{27BCC0ED-C88F-4084-9890-8455E35AF79C},NA,25.2789447687251
381,381,Crest Street Park Walking Trail,NA,Existing,0.27,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{80117372-010F-490B-B2DE-B5E4DE42A1CC},NA,315.621118396524
382,382,Crest Street Park Walking Trail,NA,Existing,0.27,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{E9A4AAA2-2E41-4233-A8BF-7ED0959AEFDF},NA,33.5049999952316
383,383,Crest Street Park Walking Trail,NA,Existing,0.27,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{F128FC5D-B74C-46C7-9B05-4F6F8E8799FC},NA,416.958729710279
384,384,Grant Street Park North Walking Trail,NA,Existing,0.01,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{A17529D4-25A5-49F4-9ACE-1A87CA503D99},NA,67.1047262186807
385,385,Grant Street Park South Walking Trail,NA,Existing,0.04,3,Sidewalk,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{A3C7E50D-A39B-4922-8868-922B02BB7917},NA,204.323156274803
386,386,River Forest Park Walking Trail,NA,Existing,0.1,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-24T22:35:15Z,KRISTYPO,{02A0B3F1-4109-4C8A-97DE-EF020FFAC0B5},NA,557.627319475737
387,387,Rock Quarry Park Walking Trail,NA,Existing,0.12,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{3D46A346-FC94-4EFE-BDDC-7F09EC289EEC},NA,151.74758819903
388,388,Rock Quarry Park Walking Trail,NA,Existing,0.12,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{2E54ED9C-B66D-461F-B3DA-01FA5B51AB9B},NA,56.6276719745296
389,389,Rock Quarry Park Walking Trail,NA,Existing,0.12,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{90006E74-F5AB-4DF5-ADA8-9A46ABE14DC0},NA,103.773625916199
390,390,Rock Quarry Park Walking Trail,NA,Existing,0.12,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{FEAC173E-D78D-4EA0-AFF6-764D8C088781},NA,167.808117839031
391,391,Southern Boundaries Park Walking Trail,NA,Existing,0.53,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{8FF74724-91A5-41B6-9878-C36B4567C4CA},NA,205.296715651123
392,392,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{379F8F0D-D755-4B5D-90FE-72B038E89847},NA,257.446305535605
393,393,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{FFA7C6C6-0997-45E0-B9B3-98B69D7E8D1E},NA,126.250762891517
394,394,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{36E80E67-3AB5-4447-85C3-46C23E388134},NA,59.3071916610139
395,395,Southern Boundaries Park Walking Trail,NA,Existing,0.53,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T20:34:59Z,KRISTYPO,{C1CD641F-FAB4-4101-A842-E0C07D17629C},NA,4.97615977505169
396,396,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{8D681E32-F6E5-4811-A525-D1534DB35AAF},NA,81.031184751162
397,397,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{8BF99059-33CA-4376-B041-869E787FBFFB},NA,40.816129722532
398,398,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{9FBA3BB3-78EF-4EE5-8AB1-C3E6CD68F85E},NA,88.8206690035959
399,399,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{25395312-FD84-4644-BCCC-FFB0ED4BFAEB},NA,38.1776822072916
400,400,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{C8EE0AAA-E38E-49FB-945E-E97503830B1D},NA,69.8948242001742
401,401,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{439FF22E-4187-4FF1-8C06-426D2B04D7A4},NA,32.8403734319557
402,402,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{B7263D80-7DF7-4C05-B310-1D69DE78CB70},NA,132.570898187004
403,403,Southern Boundaries Park Walking Trail,NA,Existing,0.53,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{4AB706DA-51B0-4F93-AD05-8DC7AAD66268},NA,130.724293643433
404,404,Southern Boundaries Park Walking Trail,NA,Existing,0.53,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{B41484A9-F163-4AD8-B2BE-112D59184974},NA,215.872759584348
405,405,Southern Boundaries Park Walking Trail,NA,Existing,0.53,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T20:35:08Z,KRISTYPO,{DE44F67A-0B74-4C8D-9A16-E80009BC0EEF},NA,203.3572641339
406,406,Southern Boundaries Park Walking Trail,NA,Existing,0.53,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T20:35:12Z,KRISTYPO,{1107D01D-C3B1-432A-880B-B52B36B50223},NA,87.0221994524933
407,407,Southern Boundaries Park Walking Trail,NA,Existing,0.53,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T20:35:21Z,KRISTYPO,{2B75B0EE-B69A-4ECE-A70D-C05A4A3FDFD0},NA,747.205902965647
408,408,Southern Boundaries Park Walking Trail,NA,Existing,0.53,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{CAB99CCF-60A5-4729-B7DD-50DDDFE160F6},NA,112.757760602825
411,411,Walltown Park Walking Trail,NA,Existing,0.44,7,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-26T16:43:05Z,KRISTYPO,{12318035-7E99-4B88-B319-03768EA9FB13},NA,237.803193372577
413,413,Walltown Park Walking Trail,NA,Existing,0.44,8,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-26T16:42:58Z,KRISTYPO,{84083233-3569-4C1D-8F56-9F8B2A3336E0},NA,525.958123697219
414,414,Cornwallis Road Park Walking Trail,NA,Existing,0.32,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{E4B9C434-68EB-4B27-86D9-4573E26A6136},NA,129.498471071825
415,415,Cornwallis Road Park Walking Trail,NA,Existing,0.32,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{D96DB307-0F93-4730-8287-A4B2E2FE5AFF},NA,135.48341184912
416,416,Cornwallis Road Park Walking Trail,NA,Existing,0.32,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{B3CFBD49-836D-4FF0-968B-3998E25EFEF6},NA,1432.86438503483
417,417,Cornwallis Road Park Walking Trail,NA,Existing,0.32,5,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{C4C0658B-BBC6-484B-8C84-0D24B0CFE043},NA,11.6742914887865
418,NA,"Mountains-to-Sea Trail, Cabe Lands",NA,Existing,1.06,2,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Non-Profit,2018-12-31T21:19:38Z,KRISTYPO,2019-01-15T19:31:44Z,KRISTYPO,{C99A8918-0853-405C-9118-6D39846DE30F},NA,2695.08672260251
419,NA,"Mountains-to-Sea Trail, Laurel Ridge Trail",NA,Existing,3.71,2,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Non-Profit,2018-12-31T21:19:38Z,KRISTYPO,2019-01-15T19:32:28Z,KRISTYPO,{04898D42-B806-4DA3-B993-B70813A8DD59},NA,11342.5027936102
420,NA,"Mountains-to-Sea Trail, Laurel Ridge Trail",NA,Existing,3.71,2,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Non-Profit,2018-12-31T21:19:38Z,KRISTYPO,2019-01-15T19:32:30Z,KRISTYPO,{7D35209D-2737-44CE-9DB6-75C0BEA889CE},NA,8231.77198776621
421,NA,"Mountains-to-Sea Trail, Quarry Trail",NA,Existing,0.71,2,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Non-Profit,2018-12-31T21:19:38Z,KRISTYPO,2019-01-15T19:32:55Z,KRISTYPO,{71A057C1-A038-42E7-8A7C-AE669C9184CB},NA,2584.74806732161
422,NA,"Mountains-to-Sea Trail, Falls Lake Trail",NA,Existing,1.44,2,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,Non-Profit,2018-12-31T21:19:38Z,KRISTYPO,2019-01-15T19:32:11Z,KRISTYPO,{182BF87F-0B2F-43D1-B4E3-D059FB490BD1},NA,3291.70609143314
423,423,Whippoorwill Park Walking Trail,NA,Existing,0.11,10,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{5BDA7BB7-BFBE-44A3-A941-0B0100469152},NA,104.552734675813
425,425,Sandy Creek Park Walking Trail,NA,Existing,0.43,4,Sidewalk,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T20:48:55Z,KRISTYPO,{492466DF-C1F9-4A7E-900E-EBB1E2788490},NA,558.211888239937
426,426,Bryant Bridge Trail,Pearsontown-Rocky Creek Greenway,Existing,2.07,5,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2012,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{E67664E7-CFCC-457B-B104-974DD939BD26},Yes,457.230726093274
427,427,Duke Park Connector Trail,North South Greenway,Existing,0.39,12,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2008,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{E380A231-BC70-4165-8581-05FBC1AA7B71},Yes,638.195186468737
428,428,Ellerbe Creek Trail,North South Greenway,Existing,1.25,9,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1985,2010,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-19T16:39:59Z,KRISTYPO,{079F7A5A-B537-4D99-85B6-4F406301A1E3},Yes,1513.60198682575
429,429,Eno River Bridge,NA,Existing,0.57,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2008,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-26T17:34:58Z,KRISTYPO,{B2D9992F-EDC9-4605-8EB4-F0803123A358},No,665.099497122598
430,430,New Hope Creek Trail,New Hope Creek Greenway,Existing,7.59,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2010,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{0F6F7CFA-0AEF-4AD9-ABBB-92527D02619A},No,615.222872872829
431,431,Rock Quarry Spur,NA,Existing,0.46,9,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1989,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T16:56:18Z,KRISTYPO,{1FB61107-4AF4-483E-A6D6-1F74E5880B94},Yes,784.451250683847
432,432,Rocky Creek Trail,Pearsontown-Rocky Creek Greenway,Existing,2.17,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1988,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{BBC3A864-AED0-46DC-A3D5-82F692B803C9},Yes,1503.88510842977
433,433,Sandy Creek Trail,New Hope Creek Greenway,Existing,1.76,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T17:44:07Z,KRISTYPO,{AC6E8B91-A41F-4F9F-9D50-7FC899C77465},Yes,2831.17061485033
434,434,W. Club Blvd Trail,North South Greenway,Existing,0.35,7,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{6F06D87A-5D95-4546-9911-0B200F447D18},No,666.573118889481
435,435,Warren Creek Trail,North South Greenway,Existing,2.64,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{AA0798D0-E32B-4C87-BE19-8CBE3A7E255E},Yes,1167.21361052022
436,436,Warren Creek Trail,North South Greenway,Existing,2.64,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{95059E8A-E6A7-4A7F-9E7A-D40D2268DF3E},No,953.090461997104
437,437,Warren Creek Trail,North South Greenway,Existing,2.64,10,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-26T18:21:45Z,KRISTYPO,{0D9E4D5B-673A-402F-BAFF-4FFAFE2B7407},No,71.2462686722951
439,439,Rock Quarry Spur,NA,Existing,0.46,4,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1989,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-06-25T16:56:52Z,KRISTYPO,{08050A74-BC4D-4B8B-AA55-03267C3FCD9C},No,429.018862264359
440,440,Ellerbe Creek Trail,North South Greenway,Existing,1.25,6,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1985,2010,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-07-01T21:22:24Z,KRISTYPO,{2C0A03B3-8A6A-45CA-887C-AB78B1BE7569},Yes,204.903255957429
441,441,W. Club Blvd Trail,North South Greenway,Existing,0.35,5,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{6FFE74A7-CAFC-46F8-90BB-60372D3E61A5},No,346.851939999913
442,442,Duke Park Connector Trail,North South Greenway,Existing,0.39,5,Multi Use Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2008,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{A5040047-4917-4827-B17A-2FB7501D8D24},No,387.351383040982
443,443,South Ellerbe Creek Trail,North South Greenway,Existing,1.02,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1995,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{FD146372-6222-455A-A719-811237A7654F},Yes,1695.06481370558
444,444,South Ellerbe Creek Trail,North South Greenway,Existing,1.02,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1995,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{F80304E1-0F16-475D-9C3D-02A3A296ED40},Yes,417.465541826197
445,445,South Ellerbe Creek Trail,North South Greenway,Existing,1.02,9,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1995,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{C924254F-E34E-4E6F-863B-C58A338F5451},Yes,408.324836194745
446,446,South Ellerbe Creek Trail,North South Greenway,Existing,1.02,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1995,NA,City of Durham,City of Durham,2018-12-31T21:19:38Z,KRISTYPO,2019-04-03T20:55:34Z,KRISTYPO,{0722DA0E-56A0-4ECA-949A-7ADA1E038E9D},Yes,63.5692608595727
