Residence,date,unit_session_id,Age,BHI_A_1_r,BHI_A_2_r,BHI_A_3,BHI_A_4,BHI_C_1,BHI_C_2_r,BHI_C_3,BHI_C_4_r,BHI_E_1,BHI_E_2_r,BHI_E_3_r,BHI_E_4,BHI_HH_1,BHI_HH_2_r,BHI_HH_3_r,BHI_HH_4_r,BHI_O_1,BHI_O_2_r,BHI_O_3,BHI_O_4,BHI_X_1_r,BHI_X_2,BHI_X_3,BHI_X_4_r,Corona,Curfew_1,Curfew_1_1,Curfew_1_2,Curfew_2,Curfew_2_1,Curfew_2_2,Curfew_2_3,gender,Household_Size,Left_Right_Politics,Nationality,Risk_Duration,Risk_Freq,Risk_Quarantine,survey,ToP_Amount,ToP_Freqency,ToP_Inhouse,ToP_Ratio,Residence_County,BHI_HH_2,BHI_HH_3,BHI_HH_4,HH,BHI_E_2,BHI_E_3,E,BHI_X_1,BHI_X_4,X,BHI_A_1,BHI_A_2,A,BHI_C_2,BHI_C_4,consc,BHI_O_2,open,mobility,public_transport,Quarantine_Duration,continent,Germany,USA,German,American,europe,Americas,Rest,Country,Date.of.First.Case,Date.of.50th.case,date_diff,politics,perceived_threat,age,z.ToP_Amount,z.ToP_Freqency,z.ToP_Inhouse,duration,household,date_diff_z,Cat.Country
NA,2020-03-25,5386579,27,2,4,2,4,4,2,4,2,3,3,4,4,4,2,2,3,5,1,4,4,1,4,5,1,6,1,1,1,1,1,1,1,1,2,1,DE,NA,0,2,1,1,1,2.5,1,NA,4,4,3,-0.1299646953794369,3,2,-0.04228402301515715,5,5,1.2866291200169857,4,2,0.23139317856893354,4,4,0.8415465196383553,5,0.9281744727283533,1,1,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,29,-1.3416012908735158,0.4601992955724603,-0.5326956176526906,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-0.3765441605395183,-3.0752036955215343,Europe
NA,2020-03-24,5335463,28,3,4,3,4,2,4,3,3,2,2,4,2,4,2,2,1,3,1,5,4,1,5,4,2,7,1,1,1,1,1,1,1,1,2,1,DE,NA,0,2,1,2,2,10.5,2,NA,4,4,5,0.6161150544644768,4,2,-0.8150342417875702,5,4,0.8934156792262776,3,2,0.23139317856893354,2,3,-1.5340236274371337,5,0.46824324146594526,1,1,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,28,-1.3416012908735158,0.9135707084212937,-0.4297332976095934,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-3.184965490208488,Europe
NA,2020-03-24,5358364,27,4,5,2,1,4,2,4,1,3,1,2,2,5,3,1,3,4,2,4,4,1,4,4,2,7,1,1,1,1,1,1,2,1,2,1,AT,NA,0,2,1,2,2,10.5,3,NA,3,5,3,0.24307517954251995,5,4,0.7304661957572559,5,4,0.5002022384355693,2,1,-2.3678655340775854,4,5,1.23747487748427,4,0.00831201020353719,1,0,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,28,-1.3416012908735158,0.9135707084212937,-0.5326956176526906,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-3.184965490208488,Europe
NA,2020-03-27,5453600,35,2,4,4,2,4,3,4,4,3,5,5,4,4,1,4,2,3,2,4,3,1,4,5,1,3,1,1,1,1,1,1,2,1,2,6,DE,NA,0,2,1,2,2,14.5,2,NA,5,2,4,-0.1299646953794369,1,1,-1.201409351173777,5,5,1.2866291200169857,4,2,0.23139317856893354,3,2,-0.3462385538993893,4,-0.911550452321279,1,0,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,31,1.6517564280109416,-0.89991494297404,0.29100294269208676,0.22889502795817385,0.51074283119541,0.8104583469774068,-0.38637369313045344,-0.3765441605395183,-2.8556801061476262,Europe
NA,2020-03-26,5397541,29,3,3,2,3,3,3,4,2,3,2,4,4,4,1,2,1,4,1,5,4,1,4,4,2,5,2,NA,NA,1,1,1,1,1,2,4,DE,NA,0,2,1,2,2,6.5,2,NA,5,4,5,0.9891549293864337,4,2,0.3440910863710494,5,4,0.5002022384355693,3,3,-0.20181660687215294,3,4,0.04968980394652554,5,0.9281744727283533,0,1,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,30,0.45441334045715864,0.006827882723626893,-0.3267709775664962,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-2.96544190083458,Europe
NA,2020-03-24,5336242,26,4,4,4,2,5,2,4,3,4,1,2,4,3,1,2,2,4,1,2,5,2,4,4,2,6,1,1,1,1,1,1,2,1,3,3,DE,NA,0,2,1,2,2,2.5,1,NA,5,4,4,0.24307517954251995,5,4,1.8895915239158756,4,4,0.10698879764486113,2,2,-0.6350263923132394,4,3,0.8415465196383553,5,0.00831201020353719,1,0,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,28,-0.14425820331973283,0.4601992955724603,-0.6356579376957877,0.22889502795817385,0.51074283119541,-1.284847333981703,-0.38637369313045344,0.25911343928651615,-3.184965490208488,Europe
NA,2020-03-27,5449975,26,4,4,3,3,3,5,4,5,4,5,4,1,1,4,3,2,4,2,4,4,2,4,4,5,5,1,2,1,1,1,1,1,2,1,9,DE,NA,0,2,1,1,1,2.5,1,NA,2,3,4,-1.9951640699892212,1,2,-1.5877844605599833,4,1,-1.0726515247272634,2,2,-0.6350263923132394,1,1,-1.9299519852830487,4,0.00831201020353719,1,1,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,31,3.4477710593416164,0.006827882723626893,-0.6356579376957877,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-1.0122017603655526,-2.8556801061476262,Europe
NA,2020-03-24,5332611,56,4,3,3,3,4,2,4,3,4,3,4,3,3,1,2,3,4,2,4,4,2,4,4,2,5,1,1,1,1,1,1,1,1,3,6,DE,NA,0,2,1,2,2,6.5,2,NA,5,4,3,-0.1299646953794369,3,2,-0.04228402301515715,4,4,0.10698879764486113,2,3,-0.20181660687215294,4,3,0.44561816179244035,4,0.00831201020353719,1,1,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,28,1.6517564280109416,0.006827882723626893,2.4532116635971275,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,0.25911343928651615,-3.184965490208488,Europe
NA,2020-03-25,5375484,28,4,4,2,2,4,3,5,2,3,1,2,4,2,3,2,1,4,1,4,4,1,2,4,2,5,1,1,1,1,1,1,2,1,2,4,AT,NA,0,2,1,2,2,22.5,3,NA,3,4,5,-0.5030045703013938,5,4,1.5032164145296691,5,4,-0.2862246431458471,2,2,-1.5014459631954125,3,4,0.8415465196383553,5,0.46824324146594526,1,0,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,29,0.45441334045715864,0.006827882723626893,-0.4297332976095934,0.22889502795817385,0.51074283119541,2.2073288009501466,-0.38637369313045344,-0.3765441605395183,-3.0752036955215343,Europe
NA,2020-03-26,5398206,30,4,4,3,2,4,4,4,2,4,2,4,5,3,1,3,2,3,2,4,4,1,5,5,1,3,1,1,1,1,1,1,2,1,2,3,AT,NA,0,2,1,2,2,10.5,2,NA,5,3,4,-0.1299646953794369,4,2,1.1168413051434625,5,5,1.6798425608076941,2,2,-1.0682361777543259,2,4,0.04968980394652554,4,-0.45161922105887087,1,0,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,30,-0.14425820331973283,-0.89991494297404,-0.22380865752339904,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-2.96544190083458,Europe
NA,2020-03-24,5329625,29,2,2,3,4,5,2,5,1,4,2,5,1,5,1,1,1,4,1,4,3,1,4,4,2,3,1,1,1,1,1,1,2,1,2,2,HU,NA,0,2,2,3,2,10.5,2,NA,5,5,5,1.7352346792303475,4,1,-0.8150342417875702,5,4,0.5002022384355693,4,4,1.531022534892193,4,5,2.0293315931761,5,0.00831201020353719,1,0,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,28,-0.7429297470966243,-0.89991494297404,-0.3267709775664962,1.5391217397187555,0.51074283119541,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-3.184965490208488,Europe
NA,2020-03-24,5332690,51,2,3,3,3,4,4,4,3,2,3,4,1,2,1,2,2,2,2,5,4,2,4,3,1,4,1,1,1,1,1,1,2,1,1,2,AT,NA,0,2,2,2,2,6.5,2,NA,5,4,4,-0.1299646953794369,3,2,-1.5877844605599833,4,5,0.10698879764486113,4,3,0.6646029640100201,2,3,-0.3462385538993893,4,-0.45161922105887087,1,0,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,28,-0.7429297470966243,-0.44654353012520653,1.9384000633816414,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,-3.184965490208488,Europe
NA,2020-03-25,5367048,32,2,3,3,3,4,1,4,2,2,3,4,3,4,2,3,1,4,2,4,3,2,4,3,2,3,1,1,1,1,1,1,1,1,4,10,UA,NA,0,2,2,4,3,22.5,2,NA,4,3,5,0.24307517954251995,3,2,-0.8150342417875702,4,4,-0.2862246431458471,4,3,0.6646029640100201,5,4,1.23747487748427,4,-0.45161922105887087,1,1,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,29,4.046442603118508,-0.89991494297404,-0.017884017437204712,2.849348451479337,2.162365752853294,2.2073288009501466,-0.38637369313045344,0.8947710391125506,-3.0752036955215343,Europe
NA,2020-03-24,5354586,23,4,3,4,4,4,2,5,2,3,2,4,3,4,1,4,3,4,2,4,5,2,2,5,2,3,1,1,1,1,1,1,1,1,3,3,FR,NA,0,2,2,2,3,10.5,2,NA,5,2,3,-0.5030045703013938,4,2,-0.04228402301515715,4,4,-0.2862246431458471,2,3,0.6646029640100201,4,4,1.23747487748427,4,0.46824324146594526,1,1,0,Europe,0,0,0,0,1,0,0,Austria,2020-02-25,06.03.2020,28,-0.14425820331973283,-0.89991494297404,-0.9445448978250792,0.22889502795817385,2.162365752853294,0.11202311999103683,-0.38637369313045344,0.25911343928651615,-3.184965490208488,Europe
NA,2020-03-25,5366487,31,3,3,3,3,3,4,4,2,2,2,4,2,5,3,3,2,4,1,4,3,2,2,3,2,5,1,1,1,1,1,1,1,2,2,4,DE,NA,0,2,1,1,1,10.5,2,NA,3,3,4,-0.1299646953794369,4,2,-0.8150342417875702,4,4,-1.0726515247272634,3,3,0.23139317856893354,2,4,-0.3462385538993893,5,0.00831201020353719,1,1,0,Europe,0,0,1,0,1,0,0,Austria,2020-02-25,06.03.2020,29,0.45441334045715864,0.006827882723626893,-0.12084633748030188,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-3.0752036955215343,Europe
NA,2020-03-25,5364283,31,3,4,2,2,4,5,4,4,5,4,4,5,2,1,4,1,2,1,4,4,1,2,5,1,4,1,1,1,1,1,1,1,1,1,4,BE,NA,0,2,2,1,1,6.5,2,NA,5,2,5,-0.5030045703013938,2,2,0.7304661957572559,5,5,0.5002022384355693,3,2,-1.0682361777543259,1,2,-1.138095269591219,5,-0.45161922105887087,1,1,0,Europe,0,0,0,0,1,0,0,Belgium,2020-02-04,05.03.2020,50,0.45441334045715864,-0.44654353012520653,-0.12084633748030188,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,-0.7702060070955027,Europe
NA,2020-03-25,5365864,25,2,5,4,5,4,5,4,3,4,2,5,4,3,1,1,1,4,1,3,4,1,4,5,1,7,1,1,1,1,1,1,1,1,2,4,FR,NA,0,2,2,2,2,6.5,2,NA,5,5,5,0.9891549293864337,4,1,0.3440910863710494,5,5,1.2866291200169857,4,1,1.0978127494511065,1,3,-0.7421669117453041,5,0.00831201020353719,1,1,0,Europe,0,0,0,0,1,0,0,Belgium,2020-02-04,05.03.2020,50,0.45441334045715864,0.9135707084212937,-0.7386202577388848,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.7702060070955027,Europe
NA,2020-03-24,5335673,30,2,3,4,4,3,3,3,2,3,3,3,3,4,1,3,2,3,2,2,4,2,2,4,4,9,2,NA,NA,1,1,1,1,2,2,3,AR,NA,0,2,2,2,2,6.5,3,NA,5,3,4,0.24307517954251995,3,3,-0.04228402301515715,4,2,-1.4658649655179719,4,3,1.531022534892193,3,4,-0.3462385538993893,4,-1.371481683583687,0,1,0,Europe,0,0,0,0,1,0,0,Belgium,2020-02-04,05.03.2020,49,-0.14425820331973283,1.8203135341189607,-0.22380865752339904,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.8799678017824566,Europe
NA,2020-03-24,5347702,29,4,5,2,4,4,4,5,2,4,2,4,1,3,2,2,2,4,2,4,5,2,2,3,4,2,1,1,1,1,1,1,1,2,1,4,HU,NA,0,2,2,1,1,6.5,2,NA,4,4,4,-0.1299646953794369,4,2,-0.4286591324013637,4,2,-1.85907840630868,2,1,-1.0682361777543259,2,4,0.44561816179244035,4,0.46824324146594526,1,1,0,Europe,0,0,0,0,1,0,0,Belgium,2020-02-04,05.03.2020,49,0.45441334045715864,-1.3532863558228734,-0.3267709775664962,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,-0.8799678017824566,Europe
NA,2020-03-25,5364017,30,2,2,5,2,5,1,4,4,3,1,4,1,4,1,2,1,2,1,4,3,1,2,3,2,6,1,1,1,1,1,1,1,1,1,2,BE,NA,0,2,2,2,2,10.5,2,NA,5,4,5,0.9891549293864337,5,2,-0.4286591324013637,5,4,-0.6794380839365554,4,4,1.531022534892193,5,2,0.8415465196383553,5,-0.911550452321279,1,1,0,Europe,0,0,0,0,1,0,0,Belgium,2020-02-04,05.03.2020,50,-0.7429297470966243,0.4601992955724603,-0.22380865752339904,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-1.0122017603655526,-0.7702060070955027,Europe
NA,2020-03-25,5364266,30,5,5,2,1,5,2,4,4,2,5,4,5,3,4,3,1,3,1,2,1,2,5,4,1,4,1,1,1,1,1,1,1,1,2,8,BE,NA,0,2,2,1,1,6.5,2,NA,2,3,5,-0.8760444452233507,1,2,-0.8150342417875702,4,5,0.8934156792262776,1,1,-2.801075319518672,4,2,0.44561816179244035,5,-2.291344146108503,1,1,0,Europe,0,0,0,0,1,0,0,Belgium,2020-02-04,05.03.2020,50,2.849099515564725,-0.44654353012520653,-0.22380865752339904,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.7702060070955027,Europe
NA,2020-03-26,5399318,36,4,3,3,3,4,2,5,2,4,2,4,3,3,1,2,1,3,1,4,3,2,3,4,2,9,2,NA,NA,1,1,2,1,1,4,3,CA,NA,0,2,2,2,2,14.5,1,NA,5,4,5,0.6161150544644768,4,2,0.3440910863710494,4,4,-0.2862246431458471,2,3,-0.20181660687215294,4,4,1.23747487748427,5,-0.45161922105887087,0,1,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,59,-0.14425820331973283,1.8203135341189607,0.39396526273518395,0.22889502795817385,0.51074283119541,0.8104583469774068,-0.38637369313045344,0.8947710391125506,0.21765014508708216,Americas
NA,2020-03-25,5368545,37,2,2,4,4,3,4,5,2,4,4,4,3,4,1,1,1,3,1,4,4,1,4,4,1,4,1,1,1,1,1,1,2,1,5,3,CA,NA,2,2,2,2,2,14.5,2,NA,5,5,5,1.3621948043083905,2,2,-0.4286591324013637,5,5,0.8934156792262776,4,4,1.9642323203332794,2,4,0.04968980394652554,5,0.00831201020353719,1,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,58,-0.14425820331973283,-0.44654353012520653,0.49692758277828114,0.22889502795817385,0.51074283119541,0.8104583469774068,-0.38637369313045344,1.530428638938585,0.10788835040012829,Americas
NA,2020-03-24,5351948,52,4,2,2,2,2,3,2,2,2,2,5,5,4,2,1,1,4,1,4,4,2,5,4,1,8,1,1,1,2,NA,NA,2,1,2,5,CA,6,1,1,2,2,1,18.5,2,NA,4,5,5,0.9891549293864337,4,1,-0.04228402301515715,4,5,0.8934156792262776,2,4,-0.6350263923132394,3,4,-1.138095269591219,5,0.46824324146594526,1,0,6,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,1.0530848842340501,1.3669421212701272,2.0413623834247385,0.22889502795817385,-1.1408800904624739,1.5088935739637768,1.3406040107944452,-0.3765441605395183,-0.00187344428682559,Americas
NA,2020-03-24,5358110,30,4,4,2,4,5,3,5,2,2,1,4,3,2,1,2,4,4,1,5,4,2,4,4,2,10,1,1,2,1,1,1,2,1,3,2,CA,NA,1,2,2,1,1,6.5,1,NA,5,4,2,-0.8760444452233507,5,2,-0.04228402301515715,4,4,0.10698879764486113,2,2,-0.6350263923132394,3,4,1.23747487748427,5,0.9281744727283533,1,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-0.7429297470966243,2.273684946967794,-0.22380865752339904,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Americas
NA,2020-03-28,5464815,19,1,3,5,4,4,1,4,2,2,4,4,1,4,1,1,2,1,1,4,3,1,4,5,1,7,1,1,2,1,1,1,2,2,4,8,CA,NA,2,2,2,3,2,14.5,2,NA,5,5,4,0.9891549293864337,2,2,-1.9741595699461898,5,5,1.2866291200169857,5,3,2.397442105774366,5,4,1.23747487748427,5,-1.371481683583687,1,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,61,2.849099515564725,0.9135707084212937,-1.356394177997468,1.5391217397187555,0.51074283119541,0.8104583469774068,-0.38637369313045344,0.8947710391125506,0.4371737344609899,Americas
NA,2020-03-24,5354752,43,2,4,2,4,4,2,5,2,2,3,5,2,4,1,1,1,3,1,4,3,2,4,4,1,4,2,NA,NA,1,1,1,1,1,4,4,CA,NA,0,2,2,1,1,10.5,2,NA,5,5,5,1.3621948043083905,3,1,-1.5877844605599833,4,5,0.5002022384355693,4,2,0.23139317856893354,4,4,1.23747487748427,5,-0.45161922105887087,0,1,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,0.45441334045715864,-0.44654353012520653,1.114701503036864,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Americas
NA,2020-03-24,5322980,41,3,4,4,2,3,4,3,3,1,3,3,4,2,1,1,1,2,2,2,3,1,2,4,2,8,2,NA,NA,1,1,1,1,1,4,4,CA,NA,0,2,2,1,1,10.5,2,NA,5,5,5,0.6161150544644768,3,3,-0.4286591324013637,5,4,-0.2862246431458471,3,2,-0.20181660687215294,2,3,-1.138095269591219,4,-2.291344146108503,0,1,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,0.45441334045715864,1.3669421212701272,0.9087768629506698,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Americas
NA,2020-03-25,5363388,30,2,4,2,5,3,4,3,2,5,1,4,5,3,1,2,2,5,2,5,4,1,2,5,1,8,2,NA,NA,1,1,1,2,1,1,6,CA,NA,0,2,2,1,1,14.5,2,NA,5,4,4,0.24307517954251995,5,2,1.8895915239158756,5,5,0.5002022384355693,4,2,0.6646029640100201,2,4,-0.7421669117453041,4,0.9281744727283533,0,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,58,1.6517564280109416,1.3669421212701272,-0.22380865752339904,-1.0813316838024079,-1.1408800904624739,0.8104583469774068,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Americas
NA,2020-03-24,5333935,35,4,3,3,4,4,4,4,3,5,2,4,3,3,1,1,1,4,1,3,4,1,3,5,1,8,1,1,1,1,1,1,2,1,3,2,ER,NA,1,2,2,1,1,2.5,1,NA,5,5,5,0.9891549293864337,4,2,0.7304661957572559,5,5,0.8934156792262776,2,3,0.23139317856893354,2,3,-0.3462385538993893,5,0.00831201020353719,1,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-0.7429297470966243,1.3669421212701272,0.29100294269208676,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Americas
NA,2020-03-24,5353472,34,2,4,2,4,4,3,4,2,4,2,4,4,3,1,3,2,4,1,3,4,2,4,4,3,6,1,2,1,1,1,1,2,1,2,2,DE,NA,0,2,2,2,2,10.5,2,NA,5,3,4,-0.1299646953794369,4,2,0.7304661957572559,4,3,-0.2862246431458471,4,2,0.23139317856893354,3,4,0.44561816179244035,5,0.00831201020353719,1,0,0,Americas,0,0,1,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-0.7429297470966243,0.4601992955724603,0.18804062264898963,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Americas
NA,2020-03-24,5323007,24,5,4,4,2,5,2,5,1,2,1,4,2,5,1,1,1,4,1,4,4,2,1,3,2,9,2,NA,NA,1,1,1,1,1,2,1,CA,7,1,1,2,2,2,10.5,2,NA,5,5,5,1.7352346792303475,5,2,-0.4286591324013637,4,4,-1.4658649655179719,1,2,-1.0682361777543259,4,5,2.0293315931761,5,0.46824324146594526,0,1,7,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-1.3416012908735158,1.8203135341189607,-0.8415825777819821,0.22889502795817385,0.51074283119541,0.11202311999103683,1.6284336281152618,-0.3765441605395183,-0.00187344428682559,Americas
NA,2020-03-26,5399759,26,2,5,4,3,3,3,4,2,2,1,4,5,4,2,2,2,4,2,4,4,3,3,4,2,8,2,NA,NA,1,1,1,1,1,3,5,CA,11,1,1,2,2,1,6.5,2,NA,4,4,4,0.24307517954251995,5,2,0.7304661957572559,3,4,-0.6794380839365554,4,1,0.23139317856893354,3,4,0.04968980394652554,4,0.00831201020353719,0,1,11,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,59,1.0530848842340501,1.3669421212701272,-0.6356579376957877,0.22889502795817385,-1.1408800904624739,-0.5864121069953332,2.779752097398528,0.25911343928651615,0.21765014508708216,Americas
NA,2020-03-24,5323005,30,2,4,4,2,4,2,5,2,2,2,4,2,2,1,2,1,4,1,4,4,2,4,4,2,7,1,2,1,1,1,1,2,1,4,2,CA,NA,0,2,2,3,3,10.5,2,NA,5,4,5,0.24307517954251995,4,2,-0.8150342417875702,4,4,0.10698879764486113,4,2,0.23139317856893354,4,4,1.23747487748427,5,0.46824324146594526,1,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-0.7429297470966243,0.9135707084212937,-0.22380865752339904,1.5391217397187555,2.162365752853294,0.11202311999103683,-0.38637369313045344,0.8947710391125506,-0.00187344428682559,Americas
NA,2020-03-24,5358329,32,3,2,2,3,4,4,3,2,2,5,4,2,3,1,2,1,4,1,4,3,2,2,3,1,4,2,NA,NA,1,1,1,2,2,2,1,CA,NA,0,2,2,2,2,6.5,2,NA,5,4,5,0.6161150544644768,1,2,-1.9741595699461898,4,5,-0.6794380839365554,3,4,0.23139317856893354,2,4,-0.3462385538993893,5,0.00831201020353719,0,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-1.3416012908735158,-0.44654353012520653,-0.017884017437204712,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Americas
NA,2020-03-27,5436234,30,2,5,5,2,2,5,2,4,2,1,2,1,1,2,4,2,4,2,5,4,2,4,4,2,8,1,1,1,1,1,1,1,1,2,2,CA,NA,0,2,2,1,1,6.5,2,NA,4,2,4,-1.6221241950672642,5,4,-0.04228402301515715,4,4,0.10698879764486113,4,1,0.23139317856893354,1,2,-2.7218087009748784,4,0.46824324146594526,1,1,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,60,-0.7429297470966243,1.3669421212701272,-0.22380865752339904,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.32741193977403604,Americas
NA,2020-03-24,5323061,35,2,2,4,2,3,4,3,3,4,2,4,4,4,1,1,2,4,1,4,4,2,2,3,2,3,2,NA,NA,1,1,1,2,1,3,3,CA,NA,0,2,2,2,2,18.5,2,NA,5,5,4,0.9891549293864337,4,2,0.7304661957572559,4,4,-1.0726515247272634,4,4,1.0978127494511065,2,3,-1.138095269591219,5,0.46824324146594526,0,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,57,-0.14425820331973283,-0.89991494297404,0.29100294269208676,0.22889502795817385,0.51074283119541,1.5088935739637768,-0.38637369313045344,0.25911343928651615,-0.00187344428682559,Americas
NA,2020-03-26,5394596,20,2,3,4,4,3,2,4,3,4,4,4,1,4,1,2,1,2,2,4,2,1,4,5,1,7,2,NA,NA,1,1,1,2,2,3,8,CA,NA,1,2,2,1,1,22.5,2,NA,5,4,5,0.9891549293864337,2,2,-1.201409351173777,5,5,1.2866291200169857,4,3,1.531022534892193,4,3,0.04968980394652554,4,-1.8314129148460951,0,0,0,Americas,0,0,0,0,0,1,0,Canada,2020-01-27,06.03.2020,59,2.849099515564725,0.9135707084212937,-1.2534318579543706,-1.0813316838024079,-1.1408800904624739,2.2073288009501466,-0.38637369313045344,0.25911343928651615,0.21765014508708216,Americas
NA,2020-03-24,5330817,29,2,4,3,3,5,4,4,3,3,5,3,5,5,2,2,2,3,2,4,4,2,3,5,2,7,2,NA,NA,1,1,1,1,1,2,4,DE,NA,0,2,2,1,1,22.5,2,NA,4,4,4,0.6161150544644768,1,3,-0.04228402301515715,4,4,0.10698879764486113,4,2,0.23139317856893354,2,3,0.04968980394652554,4,-0.45161922105887087,0,1,0,Europe,0,0,1,0,1,0,0,Switzerland,2020-02-25,03.03.2020,28,0.45441334045715864,0.9135707084212937,-0.3267709775664962,-1.0813316838024079,-1.1408800904624739,2.2073288009501466,-0.38637369313045344,-0.3765441605395183,-3.184965490208488,Europe
NA,2020-03-24,5335074,39,2,4,2,3,4,3,3,2,3,4,3,3,3,3,4,4,5,1,5,3,1,5,5,1,2,1,1,1,1,1,1,1,2,1,5,US,10,0,1,2,2,2,6.5,2,NA,3,2,2,-1.9951640699892212,2,3,-0.4286591324013637,5,5,1.6798425608076941,4,2,-0.20181660687215294,3,4,0.04968980394652554,5,0.9281744727283533,1,1,10,Europe,0,0,0,1,1,0,0,Switzerland,2020-02-25,03.03.2020,28,1.0530848842340501,-1.3532863558228734,0.7028522228644755,0.22889502795817385,0.51074283119541,-0.5864121069953332,2.4919224800777116,-1.0122017603655526,-3.184965490208488,Europe
NA,2020-03-30,5516996,24,3,2,4,3,4,2,5,1,1,1,5,3,4,1,1,1,5,1,5,5,1,4,5,1,3,1,1,1,1,1,1,1,2,4,5,CH,NA,0,2,1,1,1,6.5,2,NA,5,5,5,1.3621948043083905,5,1,-0.8150342417875702,5,5,1.2866291200169857,3,4,1.0978127494511065,4,5,1.6334032353301848,5,1.8480369352531694,1,1,0,Europe,0,0,0,0,1,0,0,Switzerland,2020-02-25,03.03.2020,34,1.0530848842340501,-0.89991494297404,-0.8415825777819821,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,0.8947710391125506,-2.526394722086765,Europe
