Residence,date,unit_session_id,Age,BHI_A_1_r,BHI_A_2_r,BHI_A_3,BHI_A_4,BHI_C_1,BHI_C_2_r,BHI_C_3,BHI_C_4_r,BHI_E_1,BHI_E_2_r,BHI_E_3_r,BHI_E_4,BHI_HH_1,BHI_HH_2_r,BHI_HH_3_r,BHI_HH_4_r,BHI_O_1,BHI_O_2_r,BHI_O_3,BHI_O_4,BHI_X_1_r,BHI_X_2,BHI_X_3,BHI_X_4_r,Corona,Curfew_1,Curfew_1_1,Curfew_1_2,Curfew_2,Curfew_2_1,Curfew_2_2,Curfew_2_3,gender,Household_Size,Left_Right_Politics,Nationality,Risk_Duration,Risk_Freq,Risk_Quarantine,survey,ToP_Amount,ToP_Freqency,ToP_Inhouse,ToP_Ratio,Residence_County,BHI_HH_2,BHI_HH_3,BHI_HH_4,HH,BHI_E_2,BHI_E_3,E,BHI_X_1,BHI_X_4,X,BHI_A_1,BHI_A_2,A,BHI_C_2,BHI_C_4,consc,BHI_O_2,open,mobility,public_transport,Quarantine_Duration,continent,Germany,USA,German,American,europe,Americas,Rest,Country,Date.of.First.Case,Date.of.50th.case,date_diff,politics,perceived_threat,age,z.ToP_Amount,z.ToP_Freqency,z.ToP_Inhouse,duration,household,date_diff_z,Cat.Country
DE,2020-03-24,5358337,29,4,2,3,2,3,3,4,3,4,4,4,4,5,3,1,1,4,2,5,5,1,1,2,4,4,1,2,1,1,1,1,2,1,1,4,DE,NA,0,2,1,1,1,6.5,2,Hessen,3,5,5,0.9891549293864337,2,2,-0.04228402301515715,5,2,-2.252291847099388,2,4,-0.20181660687215294,3,3,-0.3462385538993893,4,0.9281744727283533,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,0.45441334045715864,-0.44654353012520653,-0.3267709775664962,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-26,5399003,32,3,5,2,4,3,5,2,3,4,3,4,2,2,3,2,3,5,2,4,4,1,2,4,4,4,1,1,1,1,1,1,2,2,2,6,DE,NA,0,2,1,3,2,14.5,3,Bayern,3,4,3,-1.2490843201453075,3,2,-0.4286591324013637,5,2,-1.0726515247272634,3,1,-0.6350263923132394,1,3,-1.9299519852830487,4,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,59,1.6517564280109416,-0.44654353012520653,-0.017884017437204712,1.5391217397187555,0.51074283119541,0.8104583469774068,-0.38637369313045344,-0.3765441605395183,0.21765014508708216,Europe
DE,2020-03-24,5358664,30,3,4,2,2,3,2,4,3,3,2,4,4,4,3,2,1,4,3,4,4,2,3,5,1,5,2,NA,NA,1,1,1,1,1,8,3,DE,NA,1,2,1,2,2,6.5,2,Sachsen-Anhalt,3,4,5,0.24307517954251995,4,2,0.3440910863710494,4,5,0.5002022384355693,3,2,-1.0682361777543259,4,3,0.04968980394652554,3,-0.45161922105887087,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.006827882723626893,-0.22380865752339904,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,3.4374014384166887,-0.00187344428682559,Europe
DE,2020-03-24,5358694,25,4,5,4,3,3,4,4,2,4,2,4,4,4,2,1,2,4,2,4,3,2,2,4,2,2,1,2,1,1,1,1,1,1,2,2,DE,NA,0,2,1,1,1,2.5,2,Hessen,4,5,4,0.6161150544644768,4,2,0.7304661957572559,4,4,-0.6794380839365554,2,1,-0.6350263923132394,2,4,-0.3462385538993893,4,-0.45161922105887087,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.7429297470966243,-1.3532863558228734,-0.7386202577388848,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5358986,34,5,4,3,4,3,4,5,2,4,4,5,5,3,2,2,4,3,1,5,3,1,5,4,2,2,1,1,1,1,1,1,1,1,1,6,DE,NA,0,2,1,1,1,6.5,2,Nordrhein-Westfalen,4,4,2,-0.8760444452233507,2,1,-0.04228402301515715,5,4,0.8934156792262776,1,2,-0.6350263923132394,2,4,0.04968980394652554,5,0.00831201020353719,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,1.6517564280109416,-1.3532863558228734,0.18804062264898963,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,-0.00187344428682559,Europe
DE,2020-03-24,5358987,26,2,4,3,3,3,4,5,2,2,3,5,5,4,1,3,1,5,1,5,5,3,4,4,2,6,1,1,1,1,1,1,1,1,2,3,DE,NA,0,2,1,2,2,6.5,2,Berlin,5,3,5,0.6161150544644768,3,1,-0.4286591324013637,3,4,-0.2862246431458471,4,2,0.23139317856893354,2,4,0.04968980394652554,5,1.8480369352531694,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,-0.14425820331973283,0.4601992955724603,-0.6356579376957877,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,-0.00187344428682559,Europe
DE,2020-03-24,5359174,21,2,5,2,1,2,2,4,4,2,5,5,4,2,3,4,2,2,2,3,5,1,5,5,1,2,2,NA,NA,1,1,1,2,1,3,6,DE,9,0,1,1,2,2,6.5,2,Berlin,3,2,4,-1.6221241950672642,1,1,-1.5877844605599833,5,5,1.6798425608076941,4,1,-1.5014459631954125,4,2,-0.7421669117453041,4,-0.911550452321279,0,0,9,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,57,1.6517564280109416,-1.3532863558228734,-1.1504695379112735,0.22889502795817385,0.51074283119541,-0.5864121069953332,2.204092862756895,0.25911343928651615,-0.00187344428682559,Europe
DE,2020-03-25,5359827,25,3,3,3,4,4,4,4,4,4,4,5,1,3,3,4,1,5,1,4,5,1,5,5,1,4,2,NA,NA,1,1,1,1,1,4,6,DE,NA,0,2,1,3,3,14.5,2,Brandenburg,3,2,5,-0.8760444452233507,2,1,-1.5877844605599833,5,5,1.6798425608076941,3,3,0.6646029640100201,2,2,-0.7421669117453041,5,1.3881057039907614,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,1.6517564280109416,-0.44654353012520653,-0.7386202577388848,1.5391217397187555,2.162365752853294,0.8104583469774068,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-25,5359987,34,4,2,3,5,3,3,5,4,2,3,5,1,2,4,4,1,4,1,3,5,1,5,5,1,5,1,1,2,1,1,1,1,2,3,2,DE,NA,0,2,1,3,3,14.5,3,Berlin,2,2,5,-1.6221241950672642,3,1,-1.9741595699461898,5,5,1.6798425608076941,2,4,1.0978127494511065,3,2,-0.3462385538993893,5,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,0.006827882723626893,0.18804062264898963,1.5391217397187555,2.162365752853294,0.8104583469774068,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5360012,28,3,4,3,2,4,3,3,3,4,3,4,2,4,3,4,2,3,1,3,4,2,3,4,3,6,2,NA,NA,1,1,1,2,2,3,4,SY,NA,1,2,1,2,2,14.5,2,Berlin,3,2,4,-0.8760444452233507,3,2,-0.4286591324013637,4,3,-0.6794380839365554,3,2,-0.6350263923132394,3,3,-0.3462385538993893,5,-0.45161922105887087,0,0,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,0.4601992955724603,-0.4297332976095934,0.22889502795817385,0.51074283119541,0.8104583469774068,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5363755,26,3,4,3,5,5,3,5,3,4,1,5,5,3,1,4,2,5,1,4,5,1,5,5,1,9,1,1,1,1,1,1,1,1,1,3,DE,NA,0,2,1,2,1,2.5,2,Sachsen,5,2,4,-0.5030045703013938,5,1,1.1168413051434625,5,5,1.6798425608076941,3,2,0.6646029640100201,3,3,0.8415465196383553,5,1.3881057039907614,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,1.8203135341189607,-0.6356579376957877,0.22889502795817385,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-25,5363986,33,4,2,3,3,4,3,4,2,4,2,4,4,3,1,1,3,4,1,5,3,2,3,3,3,6,1,2,1,1,1,1,1,2,2,4,DE,NA,0,2,1,1,1,2.5,1,Niedersachsen,5,5,3,0.24307517954251995,4,2,0.7304661957572559,4,3,-1.0726515247272634,2,4,0.23139317856893354,3,4,0.44561816179244035,5,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,0.4601992955724603,0.08507830260589246,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5364082,28,5,4,2,2,4,2,4,1,4,2,4,2,3,3,2,1,2,1,4,3,2,2,4,1,2,1,1,1,1,1,1,1,2,3,3,DE,NA,0,2,1,2,2,10.5,2,Bayern,3,4,5,-0.1299646953794369,4,2,-0.04228402301515715,4,5,-0.2862246431458471,1,2,-1.9346557486364988,4,5,1.23747487748427,5,-0.911550452321279,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-1.3532863558228734,-0.4297332976095934,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5364248,34,3,3,3,4,4,2,4,3,4,4,4,2,4,3,3,2,5,1,4,3,1,3,4,1,3,1,1,1,1,1,1,1,2,2,3,DE,NA,0,2,1,1,1,6.5,2,Nordrhein-Westfalen,3,3,4,-0.5030045703013938,2,2,-0.8150342417875702,5,5,0.5002022384355693,3,3,0.6646029640100201,4,3,0.44561816179244035,5,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.89991494297404,0.18804062264898963,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5364295,23,2,4,2,4,4,4,4,2,2,2,2,2,3,2,4,2,4,1,4,4,2,3,5,4,3,1,1,2,1,1,1,1,2,3,3,DE,NA,1,2,1,2,2,10.5,2,Bayern,4,2,4,-0.8760444452233507,4,4,-0.04228402301515715,4,2,-0.6794380839365554,4,2,0.23139317856893354,2,4,0.04968980394652554,5,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.89991494297404,-0.9445448978250792,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5364491,30,3,4,3,3,3,3,5,3,4,2,4,5,3,3,5,3,4,2,4,3,1,4,5,1,4,2,NA,NA,1,1,1,1,1,2,3,DE,NA,0,2,1,3,3,22.5,3,Niedersachsen,3,1,3,-1.9951640699892212,4,2,1.1168413051434625,5,5,1.2866291200169857,3,2,-0.20181660687215294,3,3,0.04968980394652554,4,-0.45161922105887087,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.44654353012520653,-0.22380865752339904,1.5391217397187555,2.162365752853294,2.2073288009501466,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5364516,22,4,3,4,3,4,4,4,3,3,4,5,5,1,5,5,3,2,2,4,5,1,4,5,1,4,1,1,1,1,1,1,1,2,1,2,DE,NA,0,2,1,2,2,6.5,2,Sachsen,1,1,3,-3.4873235696770486,2,1,-0.4286591324013637,5,5,1.2866291200169857,2,3,0.23139317856893354,2,3,-0.3462385538993893,4,-0.45161922105887087,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,-0.44654353012520653,-1.0475072178681764,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-25,5364672,33,2,4,2,4,4,2,3,4,3,4,4,4,3,2,2,2,2,2,4,4,1,4,5,2,6,1,2,1,1,1,1,1,2,1,3,DE,NA,0,2,1,2,2,6.5,2,Berlin,4,4,4,-0.1299646953794369,2,2,-0.4286591324013637,5,4,0.8934156792262776,4,2,0.23139317856893354,4,2,-0.3462385538993893,4,-0.911550452321279,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,0.4601992955724603,0.08507830260589246,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-25,5364736,48,3,4,4,5,5,3,4,3,4,1,5,4,4,1,3,3,4,1,5,4,3,3,3,5,8,1,1,1,1,1,1,1,2,3,1,DE,NA,0,2,1,2,2,14.5,2,Niedersachsen,5,3,3,-0.1299646953794369,5,1,0.7304661957572559,3,1,-2.252291847099388,3,2,1.0978127494511065,3,3,0.44561816179244035,5,0.9281744727283533,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-1.3416012908735158,1.3669421212701272,1.62951310325235,0.22889502795817385,0.51074283119541,0.8104583469774068,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5364775,32,3,4,3,2,5,2,3,4,2,4,4,4,4,1,3,2,3,1,4,4,2,4,5,2,2,1,1,1,1,1,1,1,2,2,3,DE,NA,0,2,1,2,2,6.5,2,Sachsen,5,3,4,0.24307517954251995,2,2,-0.8150342417875702,4,4,0.5002022384355693,3,2,-0.6350263923132394,4,2,0.04968980394652554,5,0.00831201020353719,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-1.3532863558228734,-0.017884017437204712,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5364832,35,4,2,3,4,5,2,5,1,4,3,4,5,5,2,2,2,5,2,4,5,1,4,4,2,4,1,1,1,1,1,1,1,1,2,3,DE,NA,0,2,1,2,2,6.5,2,Berlin,4,4,4,0.6161150544644768,3,2,0.7304661957572559,5,4,0.5002022384355693,2,4,0.6646029640100201,4,5,2.0293315931761,4,0.9281744727283533,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.44654353012520653,0.29100294269208676,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365086,32,4,5,1,5,3,4,2,2,2,3,5,1,4,1,2,3,2,2,2,3,1,5,5,2,3,1,1,1,1,1,1,1,2,4,2,DE,NA,0,2,1,2,2,6.5,2,Berlin,5,4,3,0.24307517954251995,3,1,-1.9741595699461898,5,4,1.2866291200169857,2,1,-1.0682361777543259,2,4,-1.138095269591219,4,-2.291344146108503,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,-0.89991494297404,-0.017884017437204712,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-25,5365214,43,3,4,3,2,3,4,4,2,5,3,4,4,3,3,4,3,4,1,4,5,1,5,5,2,4,2,NA,NA,1,1,1,1,1,2,1,DE,NA,0,2,1,2,2,6.5,2,Baden-Wuerttemberg,3,2,3,-1.6221241950672642,3,2,0.7304661957572559,5,4,1.2866291200169857,3,2,-0.6350263923132394,2,4,-0.3462385538993893,5,0.9281744727283533,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-1.3416012908735158,-0.44654353012520653,1.114701503036864,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365216,27,3,4,3,3,4,4,3,5,2,1,4,1,1,5,4,1,2,1,5,5,1,5,5,1,1,1,2,1,1,1,2,2,1,2,2,DE,NA,0,2,1,1,1,2.5,2,Berlin,1,2,5,-2.368203944911178,5,2,-0.8150342417875702,5,5,1.6798425608076941,3,2,-0.20181660687215294,2,1,-1.5340236274371337,5,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,-1.806657768671707,-0.5326956176526906,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365306,63,4,3,3,4,4,4,4,3,4,3,4,4,3,2,3,4,5,2,4,4,1,4,3,2,4,1,2,1,1,1,1,1,2,3,4,DE,NA,0,2,1,1,1,2.5,2,Hessen,4,3,2,-1.2490843201453075,3,2,0.3440910863710494,5,4,0.10698879764486113,2,3,0.23139317856893354,2,3,-0.3462385538993893,4,0.46824324146594526,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,-0.44654353012520653,3.1739479038988074,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5365321,32,2,2,2,3,5,1,5,2,1,4,2,4,5,1,3,1,4,1,4,5,1,5,5,1,1,1,1,1,1,1,1,1,1,2,1,DE,NA,0,2,1,2,2,6.5,2,Bayern,5,3,5,0.9891549293864337,2,4,-0.4286591324013637,5,5,1.6798425608076941,4,4,0.6646029640100201,5,4,2.0293315931761,5,0.9281744727283533,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-1.3416012908735158,-1.806657768671707,-0.017884017437204712,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365433,25,2,3,3,4,2,5,2,3,4,4,4,3,1,4,4,2,5,1,4,4,1,5,4,2,3,1,1,1,1,1,1,1,1,3,1,UA,NA,0,2,1,1,1,2.5,1,Nordrhein-Westfalen,2,2,4,-2.368203944911178,2,2,-0.4286591324013637,5,4,0.8934156792262776,4,3,1.0978127494511065,1,3,-2.3258803431289636,5,0.9281744727283533,1,1,0,Europe,1,0,0,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-1.3416012908735158,-0.89991494297404,-0.7386202577388848,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,0.25911343928651615,0.10788835040012829,Europe
DE,2020-03-25,5365462,21,3,4,3,5,3,2,4,3,2,2,5,4,2,2,3,2,5,3,5,5,2,5,4,3,5,1,1,1,1,1,1,1,1,4,4,DE,NA,2,2,1,3,2,14.5,2,Berlin,4,3,4,-0.8760444452233507,4,1,-0.4286591324013637,4,3,0.10698879764486113,3,2,0.6646029640100201,4,3,0.04968980394652554,3,0.9281744727283533,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,0.006827882723626893,-1.1504695379112735,1.5391217397187555,0.51074283119541,0.8104583469774068,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-25,5365491,45,2,3,4,4,4,3,4,2,3,3,3,3,5,1,2,1,4,1,5,5,1,4,4,2,3,1,2,1,1,1,1,1,1,5,3,DE,NA,0,2,1,1,1,10.5,2,Baden-Wuerttemberg,5,4,5,1.3621948043083905,3,3,-0.04228402301515715,5,4,0.5002022384355693,4,3,1.531022534892193,3,4,0.44561816179244035,5,1.3881057039907614,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.89991494297404,1.3206261431230584,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,1.530428638938585,0.10788835040012829,Europe
DE,2020-03-25,5365502,26,3,4,4,4,4,5,5,3,4,3,4,4,3,2,1,1,4,1,2,4,1,4,5,1,2,1,2,1,1,1,1,2,1,2,3,DE,NA,0,2,1,1,1,10.5,2,Nordrhein-Westfalen,4,5,5,0.6161150544644768,3,2,0.3440910863710494,5,5,1.2866291200169857,3,2,0.6646029640100201,1,3,-0.3462385538993893,5,-0.45161922105887087,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-1.3532863558228734,-0.6356579376957877,-1.0813316838024079,-1.1408800904624739,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365552,40,3,4,3,2,5,2,4,1,5,2,4,5,1,2,5,3,4,1,4,3,2,5,5,1,8,1,2,1,1,1,1,1,1,4,6,DE,NA,0,2,1,2,2,10.5,2,Hessen,4,1,3,-2.368203944911178,4,2,1.5032164145296691,4,5,1.2866291200169857,3,2,-0.6350263923132394,4,5,1.6334032353301848,5,0.00831201020353719,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,1.6517564280109416,1.3669421212701272,0.8058145429075726,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-25,5365614,63,3,3,3,3,4,4,4,2,4,3,3,4,4,2,2,1,4,3,4,3,1,4,5,1,7,1,2,1,1,1,1,1,1,1,1,DE,NA,0,2,1,2,2,10.5,2,Baden-Wuerttemberg,4,4,5,0.6161150544644768,3,3,0.7304661957572559,5,5,1.2866291200169857,3,3,0.23139317856893354,2,4,0.04968980394652554,3,-0.911550452321279,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-1.3416012908735158,0.9135707084212937,3.1739479038988074,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-25,5365651,37,3,2,3,4,4,2,4,2,2,4,5,3,4,1,3,1,4,1,3,3,2,2,3,3,2,2,NA,NA,1,1,1,2,2,1,3,DE,NA,0,2,1,1,1,2.5,1,Nordrhein-Westfalen,5,3,5,0.6161150544644768,2,1,-1.5877844605599833,4,3,-1.4658649655179719,3,4,1.0978127494511065,4,4,0.8415465196383553,5,-0.45161922105887087,0,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-1.3532863558228734,0.49692758277828114,-1.0813316838024079,-1.1408800904624739,-1.284847333981703,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-25,5365653,30,5,2,4,4,2,5,3,4,4,4,2,5,4,1,2,2,4,1,4,4,1,5,5,2,8,1,1,1,1,1,1,2,1,2,5,DE,NA,0,2,1,2,2,6.5,2,Brandenburg,5,4,4,0.6161150544644768,2,4,1.1168413051434625,5,4,1.2866291200169857,1,4,0.6646029640100201,1,2,-2.3258803431289636,5,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,1.0530848842340501,1.3669421212701272,-0.22380865752339904,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365665,32,4,1,2,4,4,2,4,1,2,1,3,4,3,2,4,2,4,2,5,5,2,3,4,4,2,1,1,1,1,1,1,1,2,1,4,DE,NA,0,2,1,2,2,6.5,1,Berlin,4,2,4,-0.8760444452233507,5,3,0.7304661957572559,4,2,-1.0726515247272634,2,5,0.6646029640100201,4,5,1.23747487748427,4,0.9281744727283533,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,-1.3532863558228734,-0.017884017437204712,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,-1.0122017603655526,0.10788835040012829,Europe
DE,2020-03-25,5365817,32,4,4,3,4,5,1,4,2,2,4,5,4,3,2,2,2,4,1,4,5,1,4,4,3,1,2,NA,NA,1,1,1,1,1,4,2,DE,NA,0,2,1,2,2,10.5,2,Thueringen,4,4,4,-0.1299646953794369,2,1,-1.201409351173777,5,3,0.10698879764486113,2,2,-0.20181660687215294,5,4,1.6334032353301848,5,0.9281744727283533,0,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,-1.806657768671707,-0.017884017437204712,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,0.8947710391125506,0.10788835040012829,Europe
DE,2020-03-25,5365846,33,5,5,2,2,5,4,5,2,4,4,4,3,5,4,5,2,4,2,4,4,2,4,4,3,5,1,1,1,1,1,1,2,2,2,4,DE,NA,0,2,1,3,3,6.5,2,Sachsen,2,1,4,-1.2490843201453075,2,2,-0.4286591324013637,4,3,-0.2862246431458471,1,1,-2.3678655340775854,2,4,0.8415465196383553,4,0.00831201020353719,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,0.45441334045715864,0.006827882723626893,0.08507830260589246,1.5391217397187555,2.162365752853294,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365911,28,2,3,4,4,5,2,3,3,4,5,5,5,2,2,4,3,3,3,5,2,1,5,5,1,4,1,1,1,1,1,1,1,1,2,3,DE,NA,0,2,1,1,1,6.5,2,Nordrhein-Westfalen,4,2,3,-1.6221241950672642,1,1,-0.4286591324013637,5,5,1.6798425608076941,4,3,1.531022534892193,4,3,0.44561816179244035,3,-1.371481683583687,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.44654353012520653,-0.4297332976095934,-1.0813316838024079,-1.1408800904624739,-0.5864121069953332,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5365916,27,4,5,2,2,3,5,4,3,5,3,4,5,2,4,1,4,4,2,4,5,1,2,5,1,4,1,1,1,1,1,1,2,1,2,3,DE,NA,0,2,1,2,2,10.5,2,Berlin,2,5,2,-1.6221241950672642,3,2,1.1168413051434625,5,5,0.5002022384355693,2,1,-1.9346557486364988,1,3,-1.138095269591219,4,0.46824324146594526,1,0,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.14425820331973283,-0.44654353012520653,-0.5326956176526906,0.22889502795817385,0.51074283119541,0.11202311999103683,-0.38637369313045344,-0.3765441605395183,0.10788835040012829,Europe
DE,2020-03-25,5366000,30,4,3,4,5,3,5,5,4,2,2,2,3,1,1,1,4,5,1,4,2,2,2,3,4,8,1,1,1,1,1,1,1,2,6,2,DE,NA,0,2,1,2,2,6.5,2,Nordrhein-Westfalen,5,5,2,-0.8760444452233507,4,4,0.3440910863710494,4,2,-1.85907840630868,2,3,1.0978127494511065,1,2,-1.138095269591219,5,0.00831201020353719,1,1,0,Europe,1,0,1,0,1,0,0,Germany,2020-01-27,28.02.2020,58,-0.7429297470966243,1.3669421212701272,-0.22380865752339904,0.22889502795817385,0.51074283119541,-0.5864121069953332,-0.38637369313045344,2.1660862387646196,0.10788835040012829,Europe
